School,SchoolID,first_name,last_name,gender,OEN,Student Grade Level,Enrollment Status,Reporting Period,Resp,Ind Work,Init,Org,Coll,Self Regulation,Read,Write,Oral Comm,Media Lit,Listen French ,Speak French ,Read French ,Write French,Num Sense Numeration,Meas,Geom and Spatial,Patt and Alg,Data Mgt,Science and Tech,Hist,Geog,Soc Studies,Health,Phys Ed,Dance,Drama,Music,Vis Arts
Bashford Public School,4447,Ike,Olifard,Male,194219153,7,0,R1,S,G,G,G,G,G,70,70,75,75,80,73,73,73,60,68,,70,60,82,,,,65,78,80,73,82,73
Bashford Public School,4447,Brandy,Gerry,Female,333205646,4,0,R1,G,E,G,E,G,G,C-,C+,B,B+,B-,C+,,,A-,B+,,A-,B,C+,,,B+,C+,B,B+,B,,B
Bashford Public School,4447,Towney,Malt,Male,709768634,5,0,R1,E,E,G,E,G,G,B,B+,B-,A-,B,B-,B,,A-,A-,,C+,B,A-,,,C+,B,C+,B+,B,,A-
Bashford Public School,4447,Sydelle,Rozanski,Female,928708309,2,0,R1,S,S,S,S,S,S,B+,B,B,B,,,,,B-,B,,B,B,B,,,B-,B-,B,B,B,B,
Bashford Public School,4447,Joyann,Le Marquis,Female,359028741,4,0,R1,S,G,S,S,S,S,C,C+,C+,C+,C+,C-,,,D+,C,,C+,B-,A-,,,B-,B,B,B,B,,B+
Bashford Public School,4447,Harbert,MacDavitt,Male,751035480,7,0,R1,G,G,G,G,G,G,72,75,75,72,73,70,73,73,70,70,,70,75,76,,,,75,80,73,73,89,72
Bashford Public School,4447,Bernard,Huckett,Male,197151975,2,0,R1,E,E,E,E,E,E,B+,B+,A,B+,,,,,B,B,,B+,B+,B,,,A,B+,A,B+,A,B,
Bashford Public School,4447,Terrye,Pentin,Female,336412864,6,0,R1,E,G,G,E,E,E,B-,B-,B-,A-,B+,B+,B+,B+,A-,B,,A,B-,B,,,B+,B-,B-,B+,A,B-,
Bashford Public School,4447,Joelly,Lightwing,Female,731534260,8,0,R1,E,E,E,E,E,E,88,92,82,87,87,73,83,87,83,88,,93,83,95,,,,83,77,87,76,,92
Bashford Public School,4447,Gennie,Densie,Female,763266893,3,0,R1,S,N,N,S,N,N,C-,C-,C,C,,,,,D,D,,D,D+,C,,,D,B,C,B+,,B,B
Bashford Public School,4447,Benoite,Hedin,Female,183423880,6,0,R1,G,G,G,G,G,G,B-,B-,B,B-,B-,B-,B,B-,B,B-,,B-,B+,B+,,,B,A,B,B,A,B+,
Bashford Public School,4447,Bernhard,Svanetti,Male,216642296,6,0,R1,S,G,G,G,S,S,B+,B,B-,B,B-,B-,B,B-,A-,B+,,B+,C,B,,,B,B-,A,A-,B,A,B
Bashford Public School,4447,Rik,Goracci,Male,299515537,5,0,R1,E,E,G,G,S,G,C,C+,B-,,B,B-,C+,,B,C+,B,B,B-,B-,,,C+,B,B,B,B,,B-
Bashford Public School,4447,Micah,Bernadot,Male,903438246,7,0,R1,G,S,S,S,S,G,75,72,78,75,75,75,78,75,75,65,,68,70,60,,,,80,70,,70,74,88
Bashford Public School,4447,Trevar,Beddoe,Male,330931252,4,0,R1,E,E,E,G,E,G,B+,B-,B+,B,B+,B+,,,B+,C,,B+,B,B,,,A,C+,B,B+,B+,,B+
Bashford Public School,4447,Goldarina,Haythorne,Female,870527925,4,0,R1,E,E,E,G,E,G,A-,B,B+,B+,B+,B+,,,B,B-,,B,B,A-,,,A,B-,B,B+,B+,,B
Bashford Public School,4447,Teodor,Ciubutaro,Male,852664596,6,0,R1,G,G,G,G,G,G,C+,C+,C+,B-,B+,B-,B,B-,C+,C+,,C+,C+,C+,,,B-,B,B,B+,B+,B-,
Bashford Public School,4447,Tabb,McGaugey,Male,377703329,6,0,R1,S,S,S,G,G,S,C,C,C,B,B-,B-,B-,B-,C-,C-,,C+,C,B-,,,B-,B,B+,B,B,B,B
Bashford Public School,4447,Donaugh,Jecks,Male,808981331,4,0,R1,S,N,N,S,S,N,B-,C-,C,C+,C+,B-,,,D+,D,,D,C-,C,,,D+,B,B,B+,,B,B-
Bashford Public School,4447,Paulie,Gorger,Male,268241118,8,0,R1,E,E,E,E,E,E,88,88,78,88,85,85,88,85,88,83,,83,90,86,,,,83,88,90,90,,83
Bashford Public School,4447,Stu,Kienlein,Male,608245914,2,0,R1,E,E,E,E,E,E,B+,B+,B+,B+,,,,,A,A,,A,A,B,,,A,B,B+,B,B,B,
Bashford Public School,4447,Jan,Insley,Male,196734362,6,0,R1,E,E,G,G,G,E,B,B,C+,B-,B,B,B,B-,A,A-,,C+,C+,C+,,,B,B-,B,B,B,B,
Bashford Public School,4447,Carmencita,Skoyles,Female,489618626,8,0,R1,S,S,S,S,G,G,67,65,67,65,62,60,62,60,65,75,,62,72,65,,,,65,75,75,75,,60
Bashford Public School,4447,Dieter,O'Scanlan,Male,875494477,6,0,R1,S,S,S,S,G,S,C-,D,C,B,B-,B,B-,B-,C-,C-,,C,C,C,,,C,B-,B-,B-,B,B,B+
Bashford Public School,4447,Willis,Grose,Male,262724871,5,0,R1,G,G,G,G,G,S,C,C-,C-,C-,B,B-,B,,C+,C,,D+,B-,C-,,,B-,B-,B-,B+,B,,B
Bashford Public School,4447,Sherwin,Dotterill,Male,562347057,8,0,R1,N,N,N,N,N,N,I,70,I,I,I,I,I,I,I,I,,75,I,,,,,I,I,I,I,,I
Bashford Public School,4447,Noe,Huxstep,Male,277660595,3,0,R1,G,S,S,S,G,S,C+,C,C,C+,,,,,C-,C-,,C-,C-,C+,,,D+,B,C-,B,,B,B
Bashford Public School,4447,Web,Sidwick,Male,214196271,6,0,R1,S,G,G,G,S,G,C,C+,C,B-,B,C+,B-,C+,C-,C,,C-,C,C+,,,C+,B,C+,B,B,C+,
Bashford Public School,4447,Lorenza,Knifton,Female,264945031,5,0,R1,S,G,G,G,G,S,C+,C+,B+,C+,B+,B+,B+,,B-,B-,,C,C+,C-,,,B,B-,A-,B+,A,,B+
Bashford Public School,4447,Margarita,Creagh,Female,552821508,2,0,R1,S,G,G,G,G,G,B+,B,B,B+,,,,,B,B,,B,B,B,,,B,B,B,B,B,B,
Bashford Public School,4447,Rory,Osbaldeston,Female,698777650,5,0,R1,G,G,G,G,G,S,C+,C+,B,B-,B-,B-,C+,C+,B,B-,,B-,B-,B+,,,B-,B,B-,B,B,B,
Bashford Public School,4447,Malissia,Yarrall,Female,183667313,4,0,R1,E,E,E,E,G,G,A-,B+,B-,B+,B,C+,,,B+,B+,,B+,A-,A-,,,B+,A-,B,B,B,,B
Bashford Public School,4447,Spencer,Motherwell,Male,681280063,1,0,R1,E,G,G,G,G,G,B-,C,B+,B,,,,,A-,B+,,B+,B+,B,,,B,B,B,B,,B,B
Bashford Public School,4447,Harmon,Legh,Male,850988837,8,0,R1,S,N,S,S,S,G,65,65,60,67,60,60,60,60,65,65,,67,72,67,,,,67,70,70,75,,60
Bashford Public School,4447,Claudie,McCaw,Female,539849615,3,0,R1,E,E,E,E,E,E,A,B+,B,B,,,,,A-,B+,,A,A,B,,,A,B-,B,B,,B,
Bashford Public School,4447,Lindi,Gallamore,Female,163636965,6,0,R1,E,E,G,G,G,E,B+,B,B-,A,B+,B,B+,A,B,B+,,B,B+,B+,,,A,B+,B,A,B+,A,C
Bashford Public School,4447,Zelma,Downey,Female,902454662,6,0,R1,E,E,E,E,G,E,A,A,A,A,B,B+,A-,A-,A+,A+,,A+,A-,A,,,A,B+,A-,B,B+,A,A+
Bashford Public School,4447,Corette,Lindemann,Female,327501073,8,0,R1,G,G,G,G,G,E,78,78,72,78,75,70,75,75,70,78,,65,78,75,,,,75,78,78,80,,92
Bashford Public School,4447,Nial,Johansen,Male,454903663,6,0,R1,G,G,G,S,G,G,C,B,C,B+,B+,B+,B+,B+,A-,B,,B,C+,B+,,,B-,B,B-,B+,B+,B,A+
Bashford Public School,4447,Dominique,Houldin,Male,734881090,4,0,R1,,,,,,,I,I,I,I,,,,,I,I,,I,I,I,,,I,,I,I,,I,I
Bashford Public School,4447,Junie,Dabs,Female,721180398,8,0,R1,G,S,S,S,G,N,68,62,73,62,63,73,67,67,63,78,,83,83,62,,,,63,78,73,70,,72
Bashford Public School,4447,Karel,Sicely,Male,632706606,6,0,R1,G,G,G,G,G,G,C+,C+,B-,B,B,B-,B,B-,B-,C,,C,B+,C,,,B-,B+,B-,B,A,B+,
Bashford Public School,4447,Olva,Splevins,Female,349958786,7,0,R1,G,G,G,G,G,G,72,70,73,76,77,73,73,73,72,74,,80,75,82,,,,70,72,87,77,88,72
Bashford Public School,4447,Sherry,Pedrocchi,Female,775786076,1,0,R1,S,G,G,N,G,S,B+,C-,B,B,,,,,B,B,,B,B,B,,,B,B,B,B+,,B-,B-
Bashford Public School,4447,Faith,Boyland,Female,132314678,8,0,R1,G,G,G,S,G,S,68,65,75,65,73,70,70,72,72,82,,62,72,65,,,,65,88,80,73,,70
Bashford Public School,4447,Pierce,Dafydd,Male,191765611,4,0,R1,G,E,E,E,E,E,A,A-,A-,B,B,B,,,B,B,,B+,A-,B+,,,A-,A,A-,B+,B,,B
Bashford Public School,4447,Gabrielle,Godlip,Female,653336220,5,0,R1,G,G,G,G,E,S,C,C,C-,C,B,B+,B+,,C-,C,,C-,C,B-,,,B+,C,B,B,B,,C+
Bashford Public School,4447,Rodrique,Worsall,Male,334123781,5,0,R1,G,E,G,G,G,S,C,C,B+,B,B,B,B,,B-,C,,C,C+,B-,,,B-,B-,A-,B+,B,,B-
Bashford Public School,4447,Toddy,Lenoir,Male,126383613,6,0,R1,G,G,G,S,G,G,C+,B,B,B+,B-,B,B-,C+,C+,C,,B,C-,B+,,,B,B+,B+,C,B,B,A
Bashford Public School,4447,Emmeline,Sketch,Female,556604704,1,0,R1,S,S,S,S,S,S,C,C-,B-,B-,,,,,B,C+,,C-,C+,C+,,,B-,B-,B-,B-,,B-,B
Bashford Public School,4447,Faunie,Burnep,Female,992375628,6,0,R1,E,G,G,G,E,G,B+,B,B-,A-,B+,B+,B+,B,A-,B-,,A-,A-,B,,,B+,B-,B-,B+,A,B,
Bashford Public School,4447,Flory,Chartman,Female,235154155,3,0,R1,G,G,G,E,G,G,C-,C,B-,B-,,,,,C-,B,A,B,C-,B-,,,C,C+,B+,B,,B,B
Bashford Public School,4447,Bennie,Van Halen,Male,659655523,1,0,R1,S,S,S,S,S,N,D-,D,B-,B,,,,,C-,B-,,B-,B,B-,,,B,C+,B,C+,,C,B
Bashford Public School,4447,Stormy,Tunniclisse,Female,432769089,6,0,R1,S,S,S,S,G,G,C,B-,C+,B,B-,B,B-,B-,C+,C+,,B,C,C+,,,B-,B-,B,B-,B,B,B-
Bashford Public School,4447,Barri,Southernwood,Male,556601292,1,0,R1,S,S,G,S,G,S,A,B+,B,B,,,,,A,B,,A,B,B+,,,B+,B,B-,B,,B,B
Bashford Public School,4447,Lorianna,Bunten,Female,886349126,2,0,R1,G,S,G,G,G,S,B-,C-,C-,B,,,,,B,B,,B,B,B,,,B,B,B,B,B,B,
Bashford Public School,4447,Letizia,Collier,Female,916515594,2,0,R1,S,N,S,S,G,S,C-,C-,C+,B,,,,,B,B,,B,B,B,,,I,B,B,B,B,B-,
Bashford Public School,4447,Maddy,Curtain,Male,173036672,6,0,R1,G,G,E,G,E,G,B,B,B+,B,B-,B,B,B+,A,A-,,A,B,A,,,B+,B+,A,B,B+,A,B
Bashford Public School,4447,Warner,Whiskin,Male,478792711,2,0,R1,S,S,G,S,S,S,A,C-,B,B,,,,,B,B,,B-,B,B,,,B,C+,C,C,,C+,B-
Bashford Public School,4447,Dickie,Vial,Male,328471034,5,0,R1,G,G,G,S,G,S,C,C-,C-,C,B,B-,B,,C,C-,,C-,C+,C-,,,C,C,C+,B,B,,C-
Bashford Public School,4447,Mabelle,Cussins,Female,144935304,2,0,R1,G,G,G,S,N,N,B+,B,B-,B+,,,,,A,A,,A,A,B+,,,B,B,C,B,C,B-,
Bashford Public School,4447,Martelle,Kembery,Female,258143386,1,0,R1,G,G,G,G,G,G,B-,B-,B-,B,,,,,B+,C+,,C+,B-,B-,,,B,B-,C+,B-,,B-,B
Bashford Public School,4447,Hedwiga,Zorer,Female,127733737,8,0,R1,S,G,G,G,G,E,70,60,70,65,77,73,73,77,78,85,,85,72,70,,,,70,78,87,76,,70
Bashford Public School,4447,Horace,Ketteringham,Male,316082864,5,0,R1,S,G,S,S,G,S,D+,D+,C-,C+,B-,C+,B-,,C-,D+,,D+,C-,C,,,C,C+,B,B,B,,C+
Bashford Public School,4447,Westbrook,Molloy,Male,582690450,3,0,R1,S,S,N,S,S,N,B+,B,B-,B,,,,,B,B-,,B-,B+,B,,,B-,B+,B-,B+,,B,B
Bashford Public School,4447,Edgardo,Regnard,Male,407018397,8,0,R1,G,G,G,S,G,G,83,75,83,83,82,80,85,78,88,78,,72,75,72,,,,70,78,75,85,,67
Bashford Public School,4447,Launce,Brownsmith,Male,960842273,4,0,R1,G,E,G,G,G,G,A,B,B-,B-,B,B-,,,C+,B-,,A-,B-,B+,,,B-,C+,B,B,B,,B+
Bashford Public School,4447,Vaclav,Mead,Male,581086609,8,0,R1,E,E,G,E,E,E,78,78,72,78,77,73,77,80,72,77,,75,75,75,,,,80,72,77,73,,82
Bashford Public School,4447,Gretchen,Kinvan,Female,613632028,1,0,R1,E,E,S,E,E,E,A-,B-,B-,B,,,,,B+,B,,B+,B,B,,,B,B,B,B,,B,B
Bashford Public School,4447,Eleonore,Goodsell,Female,165167825,3,0,R1,G,G,G,E,G,E,B,B,B,B,,,,,B,B,,B,B+,B,,,B,B+,C,B,,B,B
Bashford Public School,4447,Stanfield,Ffrench,Male,634067450,5,0,R1,G,E,G,G,G,S,C+,C+,C-,C-,B,B-,B,,C-,D-,,D,D+,C,,,C+,C-,C+,B,B,,C-
Bashford Public School,4447,Pavel,Dryden,Male,963115283,2,0,R1,S,S,S,S,G,G,B-,B-,B,B,,,,,C,C,,B-,B-,B-,,,B,B,B,B,B,B,
Bashford Public School,4447,Rourke,Noraway,Male,181888092,2,0,R1,G,G,E,G,E,E,B,B,B,B,,,,,B,A-,,B,B,B,,,B,B,B,B,B,B,
Bashford Public School,4447,Kenn,Flanders,Male,455945962,3,0,R1,G,S,G,S,G,S,D+,B,C+,B+,,,,,D-,B-,A-,B,B-,B,,,B-,B,B-,B,,B,C
Bashford Public School,4447,Duffie,Peters,Male,636586006,1,0,R1,G,G,G,G,G,G,B-,B,B-,B-,,,,,B,B,,B-,B-,C,,,B-,D,C,C,,C,B-
Bashford Public School,4447,L;urette,Snawden,Female,270433042,7,0,R1,G,G,G,G,G,G,75,70,70,65,72,70,75,68,75,60,,78,72,70,,,,80,74,,75,78,70
Bashford Public School,4447,Cairistiona,Silverton,Female,536116171,6,0,R1,E,E,G,G,E,E,B-,B-,B+,B,B,B,B,B,B+,B-,,B-,A-,B,,,B+,B+,A-,B+,B,B+,
Bashford Public School,4447,Tate,List,Female,454965133,1,0,R1,G,G,G,G,G,G,C+,B-,B-,B,,,,,B,B+,,A-,B,B,,,B,B,B,B,,B,B+
Bashford Public School,4447,Conney,Redmell,Male,697625815,3,0,R1,E,E,G,E,E,E,A,A-,A-,B+,,,,,A,B,A,B,B-,B,,,B,B+,A+,B+,,B,B+
Bashford Public School,4447,Pall,Sherwood,Male,315125942,8,0,R1,S,G,S,S,N,G,60,65,63,65,63,60,60,63,75,70,,,70,67,,,,67,74,60,60,,72
Bashford Public School,4447,Colan,Casacchia,Male,270110342,6,0,R1,S,S,S,S,S,S,C,C-,C,C,B-,B-,B-,B-,C,D,,D,C,C,,,C,B-,B-,B,B,B,C
Bashford Public School,4447,Aaren,Ledbury,Female,321674367,1,0,R1,S,S,G,S,G,S,A-,B,B,B,,,,,A,B+,,B,B,B,,,B+,B-,B-,B,,B,B+
Bashford Public School,4447,Jackqueline,Lippitt,Female,779794165,1,0,R1,S,S,S,S,G,S,B-,C+,B-,B,,,,,A,B+,,B-,B,B-,,,B,C,B,B+,,B,B
Bashford Public School,4447,Augustina,Ellerby,Female,446918534,5,0,R1,S,G,G,G,G,G,C,C,C+,B-,B,B-,C+,C+,B-,C+,,B-,C+,B-,,,B-,B,B+,B,B,C+,
Bashford Public School,4447,Jerri,Engelbrecht,Male,648259763,2,0,R1,S,S,S,S,G,S,B,D,B,B,,,,,C+,B,,C+,B,B,,,B,B-,B,B,,B-,B
Bashford Public School,4447,Ferris,Hourican,Male,514402311,4,0,R1,G,E,E,E,E,E,B+,B+,A+,B,B+,B+,,,A,A,,A,A-,B,,,B+,B,A,A-,B+,,B+
Bashford Public School,4447,Sondra,Canto,Female,731957012,8,0,R1,E,E,E,E,E,E,78,80,88,85,87,80,80,87,83,80,,87,80,88,,,,83,90,100,76,,92
Bashford Public School,4447,Lorne,Kivlin,Female,814310011,5,0,R1,G,E,G,G,E,S,C+,C+,C,B,B+,B+,B+,,B+,B+,,B-,B,B+,,,B,B-,A-,B+,B,,B+
Bashford Public School,4447,Merline,Maycock,Female,426366360,6,0,R1,G,G,S,G,G,G,B-,C+,C+,B-,B-,C,C+,C,C,C,,B-,B+,B,,,B-,A,B,B,A,C+,
Bashford Public School,4447,Hector,Figures,Male,129001322,4,0,R1,E,E,E,E,G,G,C,B+,B-,A-,B-,C+,,,B-,B,,B+,B+,B+,,,B+,A,B,B,B,,A-
Bashford Public School,4447,Ferrel,Davidsson,Male,209998565,5,0,R1,E,G,E,E,G,G,B+,B+,A-,,B+,B+,B+,,B+,A-,B,B+,A,A-,,,A-,B+,B,A,A,,B+
Bashford Public School,4447,Winni,Hartegan,Female,690447169,6,0,R1,G,G,S,S,G,G,C,C,B-,C+,C,C-,C,C-,C,B-,,C,C-,B+,,,C+,A-,B-,B-,B,C+,
Bashford Public School,4447,Aviva,Dumsday,Female,864544516,6,0,R1,S,S,G,S,G,G,C,C+,C+,C,B-,B,C+,C,C+,C-,,C,D,B-,,,C+,B,B-,B-,B,B,B
Bashford Public School,4447,Blair,Kausche,Female,378967438,5,0,R1,G,E,E,G,G,S,C,C-,C-,C-,B,C+,B-,,C+,B-,,B-,B-,C,,,C,C+,B-,B,B,,B-
Bashford Public School,4447,Dukey,Blacker,Male,325449652,7,0,R1,E,E,G,G,G,G,68,76,75,73,80,73,73,73,60,65,,65,73,72,,,,70,70,77,73,70,73
Bashford Public School,4447,Trudy,Caccavale,Female,645628656,6,0,R1,E,E,G,E,E,E,B-,B,B-,A,A-,B,B+,A,B-,A,,A,A-,A,,,A,B+,B,A-,B+,A,A-
Bashford Public School,4447,Bernard,McAirt,Male,308485923,1,0,R1,S,S,G,S,G,S,B-,C+,B-,B,,,,,A-,B,,B-,B-,B,,,B,B,B-,B,,B,B
Bashford Public School,4447,Diena,Muddiman,Female,379942456,4,0,R1,G,G,G,G,G,S,B+,C+,B-,C+,B-,C+,,,C+,C,,B,B-,A-,,,B-,B,B-,B+,B,,B-
Bashford Public School,4447,Jocelyne,Denizet,Female,313177876,8,0,R1,S,S,S,S,G,S,67,67,72,72,68,65,68,65,70,62,,65,72,67,,,,70,78,75,75,,67
Bashford Public School,4447,Micah,Blader,Male,315084539,4,0,R1,G,G,S,S,G,G,B,B-,B,B,B+,B+,,,B-,B-,,C+,B,B-,,,B-,B+,C+,B,,B,B+
Bashford Public School,4447,Skylar,Cisco,Male,640655138,7,0,R1,G,S,G,S,S,G,75,68,75,68,75,78,78,75,90,84,,90,80,80,,,,80,68,,80,86,60
Bashford Public School,4447,Briana,Wherrit,Female,754901118,4,0,R1,E,G,S,S,S,G,B,B-,B+,B,A,B+,,,B,B,,B-,B+,B,,,B,A-,C+,B,,B,B
Bashford Public School,4447,Jorry,Longbottom,Female,340708725,4,0,R1,E,E,G,E,E,G,B,B+,B,B,B+,B,,,A-,A,,A,B+,A-,,,A-,A-,A,A-,B+,,B-
Bashford Public School,4447,Hanan,Riguard,Male,130048887,6,0,R1,E,E,E,E,E,E,B,B-,B,B-,B-,C,C+,C+,A,A,,A-,A-,A-,,,A-,B-,A-,B+,B,B,
Bashford Public School,4447,Kira,Whittlesey,Female,345044611,6,0,R1,S,E,G,G,E,G,B-,C,B,B,B,B,B,B-,A,A-,,B,B,B,,,A-,B+,A-,B+,B,B,
Bashford Public School,4447,Wolfy,Richardeau,Male,801197954,3,0,R1,S,S,S,N,S,S,B+,B,B+,B-,,,,,C+,B-,B-,B+,D+,B-,,,B,B-,C-,B-,,C,C
Bashford Public School,4447,Dorelia,Merigeau,Female,382445788,8,0,R1,E,E,E,E,E,E,77,75,80,75,87,87,87,83,83,97,,95,85,83,,,,75,85,95,87,,78
Bashford Public School,4447,Thebault,Surgener,Male,127159480,5,0,R1,G,G,G,G,S,S,C,C,B-,C,C,C,C,,D+,C+,,C-,B-,C-,,,C,C+,B,B,B,,B-
Bashford Public School,4447,Stavro,Perring,Male,705994745,7,0,R1,G,E,E,G,G,G,75,75,75,80,85,88,85,85,80,75,,78,82,82,,,,90,88,,90,78,78
Bashford Public School,4447,Bond,Floyde,Male,965534630,8,0,R1,G,G,S,G,S,S,68,62,72,75,80,73,73,70,78,68,,68,80,75,,,,70,72,87,77,,73
Bashford Public School,4447,Wang,Rye,Male,188981480,2,0,R1,N,N,N,N,N,N,B,I,B,B,,,,,B,B,,A-,B,I,,,C+,I,D,I,I,I,
Bashford Public School,4447,Juliana,Dunnan,Female,801647792,6,0,R1,G,G,G,S,G,G,B+,C,A-,B,B-,B+,B,B,B-,B+,,B-,B-,A-,,,A,B+,A,B-,B+,A,C
Bashford Public School,4447,Fara,Rosa,Female,501964810,5,0,R1,E,E,E,E,E,G,B,B+,B-,B,B+,B+,B+,,A-,B-,,B+,B-,I,,,A-,A-,B,B,B,,A
Bashford Public School,4447,Arne,McCrohon,Male,142474462,6,0,R1,E,E,G,E,G,E,C+,B-,B,B,B+,B+,B+,B+,A-,I,,B,A-,B,,,A-,B-,B,B+,A,B,
Bashford Public School,4447,Sher,Walne,Female,445810195,2,0,R1,G,G,G,G,G,G,B,B,B,B,,,,,B+,B+,,B+,B+,B,,,B,B,B,B,B,B,
Bashford Public School,4447,Lydia,Copley,Female,609091880,7,0,R1,G,G,G,G,G,G,82,72,73,70,73,70,73,73,75,72,,83,85,80,,,,70,70,73,77,91,70
Bashford Public School,4447,Arlinda,Merrgen,Female,647579090,7,0,R1,S,S,G,G,G,S,75,70,78,78,80,82,82,82,80,80,,84,90,80,,,,75,70,,80,80,75
Bashford Public School,4447,Sissie,Mcasparan,Female,119774988,3,0,R1,G,G,G,G,S,G,B,B-,B,B-,,,,,D+,C-,,D+,C,B-,,,C,B,C,B,,B,B
Bashford Public School,4447,Faina,Keith,Female,808322818,5,0,R1,G,G,G,N,G,G,C,C,C+,,B,B-,B-,,C,C-,C,D+,C,C-,,,C,B,B,A,A,,B
Bashford Public School,4447,Nicoli,Mould,Female,446338999,6,0,R1,E,G,G,G,G,G,C,B-,B-,B,B+,B,B+,B,B+,B-,,B-,B+,B+,,,B,B+,B-,B+,B,B-,
Bashford Public School,4447,Raquel,Rayment,Female,854814382,2,0,R1,,,,,,,B+,I,C,I,,,,,I,I,,I,I,I,,,I,I,I,I,B,I,
Bashford Public School,4447,Renault,Munroe,Male,440944860,6,0,R1,E,E,E,E,E,E,A,A,A,A,A-,B+,B+,B+,A,A+,,A,A,A,,,A,B+,A,A,B+,A,C+
Bashford Public School,4447,Shaun,Merrien,Female,689235577,5,0,R1,G,G,E,E,S,G,A-,B+,A-,,B,B+,B,,A-,B,A-,B+,A,A,,,A-,A-,B+,B+,A,,B+
Bashford Public School,4447,Angel,Vasishchev,Female,134662261,2,0,R1,E,E,E,E,E,E,B-,B-,A,B,,,,,C,B,,B,B,B+,,,B,B,B+,B,A,B+,
Bashford Public School,4447,Fonzie,Reuble,Male,592752747,4,0,R1,S,S,S,S,S,S,C+,C+,B,B,B-,B-,,,C,C+,,C,B-,B,,,C+,B,C+,B,,B,B
Bashford Public School,4447,Ciro,Malinson,Male,600301783,8,0,R1,E,E,E,E,E,E,88,90,83,88,90,90,90,88,88,88,,85,92,88,,,,92,88,90,90,,86
Bashford Public School,4447,Rogers,Mehmet,Male,945542968,2,0,R1,G,S,S,S,G,S,D+,D-,C+,B,,,,,B,B,,B+,B,B,,,B,B,B,B,,C+,A-
Bashford Public School,4447,Frank,Vollam,Female,200825501,2,0,R1,E,E,E,E,E,E,A,A,A,A,,,,,B+,A,,A,A,B+,,,A,B,B,B+,A,B+,
Bashford Public School,4447,Jacki,Di Biaggi,Female,624940703,7,0,R1,G,N,S,S,G,S,60,65,60,70,62,60,60,60,70,70,,70,60,70,,,,65,68,,80,70,75
Bashford Public School,4447,Amby,Whellans,Male,414087029,7,0,R1,G,G,G,G,G,S,60,60,65,62,62,60,60,62,60,70,,60,60,55,,,,70,68,,75,78,70
Bashford Public School,4447,Odette,Ornillos,Female,182750522,7,0,R1,S,G,G,S,G,G,80,70,70,75,73,73,73,73,62,73,,68,66,79,,,,78,70,77,77,92,80
Bashford Public School,4447,Bale,Peeke,Male,258037880,7,0,R1,G,S,S,S,G,S,65,60,70,55,70,72,70,68,70,70,,78,55,60,,,,67,68,,80,76,60
Bashford Public School,4447,Oliver,Sign,Male,351460772,3,0,R1,G,G,G,G,E,E,B-,B-,B,B,,,,,B,B,,B,A,B-,,,B,B-,B,B,,B,
Bashford Public School,4447,Lynsey,De Bruyne,Female,604824528,7,0,R1,S,S,G,G,S,G,76,73,75,80,73,70,73,73,64,70,,75,64,78,,,,72,78,80,77,70,72
Bashford Public School,4447,Tripp,Conaghan,Male,584881653,7,0,R1,G,G,G,G,G,G,78,70,73,75,73,70,73,73,60,70,,72,62,74,,,,70,75,73,73,88,70
Bashford Public School,4447,Christoper,MacGray,Male,292978223,2,0,R1,G,S,G,G,G,S,B-,B-,B,B,,,,,A,A,,A,A,B+,,,B,B,B,B,B,B,
Bashford Public School,4447,Jed,Hartzog,Male,502659712,5,0,R1,S,S,S,S,G,S,C,C,B-,,C+,B-,B-,,C-,C,C,C-,C-,B,,,C-,B-,A-,B,B-,,B
Bashford Public School,4447,Cristal,Bonallick,Female,715853244,6,0,R1,S,S,G,S,G,S,C,C,C,C-,C+,B-,B,B,C-,C-,,C,B,B,,,C+,B-,A-,C,B,B,C
Bashford Public School,4447,Brooke,Castilljo,Male,795259968,1,0,R1,S,S,S,S,G,S,B-,B-,B-,B,,,,,B,B,,C+,B-,C+,,,B,C-,C+,B+,,B,B
Bashford Public School,4447,Pattie,Niven,Male,114970212,4,0,R1,E,G,G,E,E,G,B+,B,A-,,A,B+,,,A,A,B,A-,A-,B,,,A-,A-,B+,A,A,,B
Bashford Public School,4447,Elmer,Lummus,Male,298121691,2,0,R1,E,E,E,E,E,E,C+,C,B,B,,,,,B-,B,,B,B,B,,,B,B,B,B+,,B,A-
Bashford Public School,4447,Basilius,Fridd,Male,497798788,7,0,R1,G,G,S,S,G,S,65,60,62,60,68,65,68,65,55,68,,70,58,65,,,,72,68,,70,74,65
Bashford Public School,4447,Gabi,Tonn,Male,566970752,2,0,R1,E,E,G,G,E,G,B-,C,B+,B,,,,,B,B,,B,B,B,,,B,B,B,B,,B,B
Bashford Public School,4447,Germayne,Gatehouse,Male,863342104,5,0,R1,G,S,S,G,G,S,C-,C-,C-,C,C-,C-,C-,,D+,C-,,C,C-,C,,,C,C-,C+,B,B,,C-
Bashford Public School,4447,Sapphire,Froome,Female,794594748,2,0,R1,G,G,G,S,G,G,B,C-,B,B,,,,,C,C,,C+,B,B,,,C+,B,B,B,B,B,
Bashford Public School,4447,Jeanine,Nelsen,Female,195116717,4,0,R1,G,S,G,G,G,S,A,B,B-,B,C+,C,,,C-,D+,,B-,B-,A-,,,B,B,B,B,B,,A-
